nome,cpf,idade,data,endereco,estado,pais
Thales Abreu,216.540.798-20,34,14/09/1990,"Jardim Olívia Moraes, 775
Chácara Leonina
50751-116 Vargas / AM","('SE', 'Sergipe')",Brasil
Heloisa Ribeiro,264.753.089-00,27,24/09/1997,"Chácara Castro, 52
Paulo Vi
98992476 Camargo / DF","('RN', 'Rio Grande do Norte')",Brasil
Cecília Guerra,670.531.489-39,53,17/01/1971,"Morro de Pires, 90
Taquaril
02632-259 Sá do Galho / RS","('RO', 'Rondônia')",Brasil
Maria Sophia Novais,915.603.274-99,28,10/04/1996,"Esplanada Lima
Conjunto Jatoba
76489-041 Barbosa do Galho / SC","('PE', 'Pernambuco')",Brasil
Liz Lopes,023.174.896-50,24,09/08/2000,"Vila de Sampaio, 5
Distrito Industrial Do Jatoba
11054-529 Pires Verde / MS","('SE', 'Sergipe')",Brasil
João Lucas da Conceição,097.268.534-00,31,21/10/1993,"Jardim Nogueira, 75
Conjunto Celso Machado
11184-107 Campos do Campo / SE","('SC', 'Santa Catarina')",Brasil
Felipe Andrade,086.957.431-01,34,19/05/1990,"Vereda Eduardo Viana
Barão Homem De Melo 2ª Seção
91735-996 Araújo / RR","('AP', 'Amapá')",Brasil
Bryan Jesus,307.465.892-47,56,18/04/1968,"Viela Aragão, 36
Mala E Cuia
34147833 Machado Alegre / BA","('SC', 'Santa Catarina')",Brasil
Emanuel Machado,743.865.029-47,44,07/10/1980,"Pátio Sophie Duarte, 452
Bonsucesso
68881175 Oliveira das Flores / AC","('RS', 'Rio Grande do Sul')",Brasil
Gael Henrique Costa,584.092.613-24,53,17/10/1971,"Via Brito
Miramar
99860297 Pimenta / SE","('AC', 'Acre')",Brasil
Luna da Costa,968.750.132-40,60,25/07/1964,"Avenida Sales, 263
Vila Nova Dos Milionarios
31092465 Gomes de Minas / MS","('MS', 'Mato Grosso do Sul')",Brasil
Luiz Gustavo Vieira,762.810.935-77,51,06/05/1973,"Esplanada Noah Vasconcelos, 94
Gutierrez
92939463 Ramos das Flores / SE","('MA', 'Maranhão')",Brasil
Antony Mendonça,701.452.963-34,37,27/10/1987,"Favela Clarice Silva, 30
Biquinhas
58671892 Silveira / PB","('RR', 'Roraima')",Brasil
Eloá da Cruz,374.059.168-48,27,03/03/1997,"Parque Diogo Cunha, 454
Inconfidência
00934526 Silva da Mata / PE","('SE', 'Sergipe')",Brasil
Bruno Leão,256.398.071-21,24,14/07/2000,"Aeroporto Noah Cavalcanti, 2
Confisco
55276408 Freitas de Barros / AC","('SP', 'São Paulo')",Brasil
Diogo Nunes,237.185.904-41,32,10/01/1992,"Vereda Yan Garcia, 250
São Tomaz
15998-369 Costela da Praia / SC","('RO', 'Rondônia')",Brasil
Dr. Matheus da Paz,812.964.703-69,34,13/12/1989,"Esplanada Fogaça, 7
Vila Barragem Santa Lúcia
33949-574 Novais do Sul / BA","('PR', 'Paraná')",Brasil
Aurora Garcia,907.524.316-25,59,12/03/1965,"Ladeira Ana Clara Abreu, 98
Santo Agostinho
69868627 Macedo / ES","('MA', 'Maranhão')",Brasil
Murilo Rodrigues,819.235.764-37,57,19/01/1967,"Favela de da Luz, 957
Vila Pinho
26704-448 Vargas do Campo / MA","('PI', 'Piauí')",Brasil
Dr. Dante Fonseca,690.143.528-24,41,18/05/1983,"Vereda Gustavo Campos, 63
Boa Esperança
08787524 Castro Grande / PI","('PA', 'Pará')",Brasil
Lorenzo Nascimento,827.639.140-04,24,26/02/2000,"Área de Costa, 471
Maria Goretti
44559-744 Caldeira / PE","('MG', 'Minas Gerais')",Brasil
Maria Cecília Pastor,048.356.792-29,26,16/05/1998,"Parque Cardoso, 3
Marieta 3ª Seção
81707-245 Jesus da Mata / AL","('PA', 'Pará')",Brasil
Dra. Pietra Rios,013.259.647-43,48,27/05/1976,"Via de Leão, 31
Nova Suíça
70327-856 Cirino / TO","('PI', 'Piauí')",Brasil
Bryan Cirino,702.685.314-71,52,09/04/1972,"Rodovia Macedo
Sport Club
04471-940 Brito / RN","('SP', 'São Paulo')",Brasil
Srta. Hellena Garcia,304.518.276-35,21,27/06/2003,"Favela Raquel Cassiano, 37
Acaba Mundo
26894188 Pinto / MA","('PI', 'Piauí')",Brasil
Sr. Leonardo Camargo,923.065.841-33,18,09/05/2006,"Favela da Cruz, 29
Cardoso
23318274 Novais / AP","('RN', 'Rio Grande do Norte')",Brasil
Manuella Moreira,607.852.139-02,19,06/09/2005,"Condomínio Garcia, 58
Custodinha
39016-576 Pastor / CE","('MS', 'Mato Grosso do Sul')",Brasil
Davi Lucca Araújo,675.194.382-28,40,24/07/1984,"Passarela Garcia, 36
Independência
20006451 da Cruz / MS","('RS', 'Rio Grande do Sul')",Brasil
Liz Lima,189.025.374-04,60,08/09/1964,"Largo de Teixeira, 30
Vila Puc
72093-694 Rodrigues de Cardoso / SE","('SC', 'Santa Catarina')",Brasil
Dr. Yago Pastor,504.381.296-60,59,30/06/1965,"Condomínio Maitê Rodrigues, 81
Guaratã
73831-779 Cavalcante do Sul / RJ","('PE', 'Pernambuco')",Brasil
Dra. Ana Liz Leão,082.431.675-44,36,16/03/1988,"Parque Nascimento, 290
Beira Linha
98116523 Rios / RN","('RO', 'Rondônia')",Brasil
Juliana Nogueira,271.986.305-02,41,13/10/1983,"Vila Gonçalves, 71
Braúnas
03188-852 Cunha Verde / GO","('MS', 'Mato Grosso do Sul')",Brasil
Pedro Miguel Peixoto,362.197.540-34,38,23/08/1986,"Lago Câmara, 438
Nossa Senhora Da Conceição
13643-695 Moraes de Silveira / RN","('SP', 'São Paulo')",Brasil
Dra. Zoe Macedo,973.125.486-28,47,07/04/1977,"Alameda Breno Sampaio
Vila Formosa
43719-121 Pacheco de Teixeira / PB","('PR', 'Paraná')",Brasil
Vinicius Mendonça,261.859.374-09,18,09/06/2006,"Chácara Pereira, 454
Santa Branca
68754-978 Dias de Viana / PI","('TO', 'Tocantins')",Brasil
Josué Leão,765.328.410-80,48,26/03/1976,"Passarela Nogueira, 58
Planalto
66162-785 Pacheco / DF","('RO', 'Rondônia')",Brasil
